sym,date,ratio
HLIO,2005-07-18,1.5
HLIO,2007-07-17,1.5
HLIO,2011-07-18,1.5
HLT,2017-01-04,0.4873294346978557
HLX,2000-11-14,2.0
HLX,2005-12-09,2.0
HOFT,2004-02-02,2.0
HOG,2000-04-10,2.0
HOMB,2008-08-11,1.08
HOMB,2010-05-12,1.1
HOMB,2013-06-13,2.0
HOMB,2016-06-09,2.0
HON,2016-10-03,1.0053282396702523
HON,2018-10-01,1.011
HON,2018-10-29,1.032
HON,2025-10-30,1.061
HON,2026-06-29,0.9535
HOPE,2000-04-12,1.08
HOPE,2003-03-18,2.0
HOPE,2004-06-16,2.0
HOV,2004-03-29,2.0
HOV,2019-03-29,0.04
HP,2006-07-10,2.0
HPE,2017-04-03,1.3348
HPE,2017-09-01,1.289
HPP,2025-12-02,0.14285714285714285
HPQ,2000-10-30,2.0
HPQ,2015-11-02,2.202
HQI,2005-08-22,5.0
HQI,2017-12-08,0.08333333333333333
HR,2014-12-16,0.5
HRB,2001-08-02,2.0
HRB,2005-08-23,2.0
HRI,2016-07-01,0.3333333333333333
HRL,2000-02-16,2.0
HRL,2011-02-15,2.0
HRL,2016-02-10,2.0
HROW,2012-02-24,0.125
HROW,2013-02-08,0.2
HRTX,2007-05-25,0.25
HRTX,2014-01-13,0.05
HSIC,2005-03-01,2.0
HSIC,2017-09-15,2.0
HSIC,2019-02-08,1.275
HST,2009-11-04,1.0215
HSY,2004-06-16,2.0
HTLD,2001-06-01,1.25
HTLD,2002-02-20,1.5769
HTLD,2004-08-23,1.5
HTLD,2006-05-16,1.3333333333333333
HUBG,2005-05-12,2.0
HUBG,2006-06-07,2.0
HUBG,2024-01-29,2.0
HWC,2002-08-06,1.5
HWC,2004-03-19,2.0
HWKN,2021-03-02,2.0
IART,2017-01-04,2.0
IBCP,2000-10-03,1.05
IBCP,2001-10-03,1.05
IBCP,2002-10-02,1.05
IBCP,2003-01-02,1.5
IBCP,2003-10-02,1.1
IBCP,2005-09-01,1.05
IBCP,2006-08-31,1.05
IBCP,2010-09-01,0.1
IBKR,2025-06-18,4.0
IBM,2021-11-04,1.046
IBOC,2000-06-13,1.25
IBOC,2001-06-18,1.25
IBOC,2002-06-17,1.25
IBOC,2003-06-17,1.25
IBOC,2004-06-01,1.25
IBOC,2005-06-01,1.25
IBOC,2007-05-17,1.1
ICE,2016-11-04,5.0
ICUI,2002-03-18,1.5
IDT,2009-02-25,0.3333333333333333
IDT,2013-08-01,1.183
IDXX,2007-11-27,2.0
IDXX,2015-06-16,2.0
IEP,2012-01-05,1.0043
IEP,2012-03-13,1.0063
IEP,2012-05-14,1.0053
IEP,2012-08-14,1.0062
IEP,2012-11-13,1.0059
IESC,2006-05-15,0.05850690381465013
IEX,2004-06-01,1.5
IEX,2007-05-22,1.5
IIIN,2006-06-19,2.0
ILMN,2008-09-23,2.0
ILMN,2024-06-25,1.028
INBK,2013-06-24,1.5
INCY,2000-09-01,2.0
INGR,2005-01-26,2.0
INO,2004-09-13,0.25
INO,2014-06-06,0.25
INO,2024-01-25,0.08333333333333333
INOD,2000-12-04,2.0
INOD,2001-03-26,2.0
INSM,2000-07-31,0.25
INSM,2011-03-03,0.1
INTC,2000-07-31,2.0
INTU,2006-07-07,2.0
INVA,2014-06-03,1.241
IOSP,2007-07-23,2.0
IOVA,2013-09-26,0.01
IP,2014-07-02,1.014
IP,2021-10-01,1.056
IPAR,2000-06-16,1.5
IPAR,2001-09-17,1.5
IPAR,2008-06-02,1.5
IPI,2020-08-14,0.1
IRM,2002-01-02,1.5
IRM,2004-07-01,1.5
IRM,2007-01-03,1.5
IRM,2014-09-26,1.082
IRON,2022-12-30,0.03333333333333333
IRWD,2019-04-02,1.194
ISRG,2003-07-01,0.5
ISRG,2017-10-06,3.0
ISRG,2021-10-05,3.0
ITT,2006-02-22,2.0
ITT,2011-11-01,3.0156815440289506
ITW,2006-05-26,2.0
IVT,2021-08-06,0.1
IVZ,2000-11-08,2.5
J,2002-04-02,2.0
J,2007-03-16,2.0
J,2024-09-30,1.197
J,2025-05-16,1.01
JACK,2007-10-16,2.0
JAKK,2020-07-10,0.1
JBHT,2003-09-02,2.0
JBHT,2005-05-24,2.0
JBL,2000-03-31,2.0
JBLU,2002-12-13,1.5
JBLU,2003-11-21,1.5
JBLU,2005-12-27,1.5
JEF,2005-01-03,1.5
JEF,2006-06-15,2.0
JEF,2013-02-26,1.027
JEF,2019-09-27,1.068
JEF,2023-01-17,1.046
JILL,2019-03-18,1.191
JILL,2020-11-10,0.2
JJSF,2006-01-06,2.0
JKHY,2000-03-03,2.0
JKHY,2001-03-05,2.0
JNJ,2001-06-13,2.0
JPM,2000-06-12,1.5
JSPR,2024-01-04,0.1
KAI,2001-07-12,0.2
KBH,2005-04-29,2.0
KEX,2006-06-01,2.0
KIM,2001-12-24,1.5
KIM,2005-08-24,2.0
KLAC,2000-01-19,2.0
KLAC,2026-06-12,10.0
KMB,2014-11-03,1.043
KMT,2007-12-19,2.0
KMX,2007-03-27,2.0
KNTK,2020-07-01,0.05
KNTK,2022-06-09,2.0
KNX,2001-06-04,1.5
KNX,2001-12-31,1.5
KNX,2004-07-21,1.5
KNX,2005-12-27,1.5
KO,2012-08-13,2.0
KOPN,2000-07-13,2.0
KR,2015-07-14,2.0
KRG,2014-08-12,0.25
KRNY,2015-05-15,1.3804
KRO,2011-05-23,2.0
KRRO,2023-11-06,0.02
KSS,2000-04-25,2.0
KTOS,2009-09-11,0.1
L,2001-03-21,2.0
L,2006-05-09,3.0
LBRDA,2014-12-11,1.045
LBRDA,2025-07-15,1.067
LCID,2025-09-02,0.1
LCII,2005-09-08,2.0
LCNB,2004-05-03,2.0
LCNB,2007-05-11,2.0
LDOS,2013-09-30,0.405
LEA,2011-03-18,2.0
LECO,2011-06-01,2.0
LEN,2004-01-21,2.0
LEN,2017-11-09,1.017
LEN,2025-01-21,1.033
LESL,2025-09-29,0.05
LEU,2013-07-02,0.04
LEU,2014-09-30,0.091
LFMD,2020-10-14,0.2
LGND,2010-11-19,0.16666666666666666
LGND,2022-11-02,1.603
LH,2000-05-04,0.1
LH,2001-06-12,2.0
LH,2002-05-13,2.0
LH,2023-07-03,1.164
LHX,2005-03-31,2.0
LHX,2009-05-11,1.058425063505504
LILA,2020-09-11,1.061
LILA,2026-06-17,1.472
LKFN,2006-05-01,2.0
LKFN,2016-08-08,1.5
LKQ,2006-01-17,2.0
LKQ,2007-12-04,2.0
LKQ,2012-09-19,2.0
LMNR,2010-04-08,10.0
LNG,2000-10-18,0.25
LNG,2005-04-25,2.0
LNT,2016-05-20,2.0
LNZA,2025-08-19,0.01
LOW,2001-07-02,2.0
LOW,2006-07-03,2.0
LRCX,2000-03-17,3.0
LRCX,2024-10-03,10.0
LSCC,2000-10-12,2.0
LSTR,2002-08-13,2.0
LSTR,2003-11-14,2.0
LSTR,2005-01-10,2.0
LUV,2001-02-16,1.5
LVO,2017-10-17,0.3333333333333333
LVO,2025-09-26,0.1
LWAY,2004-03-09,2.0
LWAY,2006-08-16,2.0
LXP,2025-11-11,0.2
LXRX,2015-05-21,0.14285714285714285
LXU,2021-10-12,1.3
LYEL,2025-06-02,0.05
LYRA,2025-05-28,0.02
LYTS,2001-12-07,1.5
LYTS,2003-11-17,1.25
M,2006-06-12,2.0
MA,2014-01-22,10.0
MAC,2009-05-07,1.027
MAC,2009-08-10,1.0189
MAC,2009-11-09,1.0179
MAC,2010-02-11,1.014
MANH,2014-01-13,4.0
MAR,2006-06-12,2.0
MAR,2009-06-23,1.004
MAR,2009-08-18,1.004
MAR,2009-11-17,1.003
MAR,2011-11-22,1.061
MARA,2013-07-22,0.07692307692307693
MARA,2014-12-23,2.0
MARA,2017-10-30,0.25
MARA,2019-04-08,0.25
MAS,2015-07-01,1.138
MATV,2012-08-22,2.0
MATW,2001-09-04,2.0
MATX,2012-07-02,2.0855057351407718
MBI,2001-04-23,1.5
MBIN,2022-01-18,1.5
MBWM,2001-01-17,1.05
MBWM,2002-01-16,1.05
MBWM,2003-01-15,1.05
MBWM,2004-04-14,1.05
MBWM,2005-07-14,1.05
MBWM,2007-04-19,1.05
MCHP,2000-02-08,1.5
MCHP,2000-09-27,1.5
MCHP,2002-05-09,1.5
MCHP,2021-10-13,2.0
MCO,2005-05-19,2.0
MCRI,2005-03-31,2.0
MD,2006-04-28,2.0
MD,2013-12-20,2.0
MDGL,2016-07-25,0.02857142857142857
MDU,2003-10-30,1.5
MDU,2006-07-27,1.5
MDU,2023-06-01,1.457
MDU,2024-11-01,1.805
MDXG,2008-04-02,0.3235
MEI,2001-04-30,2.672367717797969
MET,2017-08-07,1.122
METC,2024-12-02,1.01
METC,2025-02-28,1.014
MFA,2022-04-05,0.25
MGEE,2014-02-10,1.5
MGM,2000-02-28,2.0
MGM,2005-05-19,2.0
MGPI,2004-07-16,2.0
MGRC,2005-03-28,2.0
MHO,2002-06-20,2.0
MIDD,2007-06-18,2.0
MIDD,2014-06-27,3.0
MIDD,2026-07-07,1.243
MITT,2021-07-23,0.3333333333333333
MKC,2002-04-09,2.0
MKC,2020-12-01,2.0
MLI,2014-03-31,2.0
MLI,2023-10-23,2.0
MLI,2026-07-01,2.0
MLR,2001-10-01,0.2
MMM,2003-09-30,2.0
MMM,2024-04-01,1.196
MMS,2011-07-01,2.0
MMS,2013-07-01,2.0
MMSI,2001-08-28,1.25
MMSI,2002-04-12,1.25
MMSI,2003-08-15,1.3333333333333333
MMSI,2003-12-03,1.3333333333333333
MMSI,2011-05-06,1.25
MNKD,2017-03-03,0.2
MNRO,2003-11-03,1.5
MNRO,2007-10-02,1.5
MNRO,2010-12-27,1.5
MNST,2005-08-09,2.0
MNST,2006-07-10,4.0
MNST,2012-02-16,2.0
MNST,2016-11-10,3.0
MNST,2023-03-28,2.0
MNST,2026-08-11,2.0
MOH,2011-05-23,1.5
MOV,2004-06-28,2.0
MPB,2003-05-05,1.05
MPB,2006-02-06,1.05
MPB,2007-05-07,1.05
MPC,2015-06-11,2.0
MQ,2026-07-01,0.25
MRK,2021-06-03,1.048
MRTN,2003-07-25,1.5
MRTN,2003-12-08,1.5
MRTN,2005-12-27,1.5
MRTN,2013-06-17,1.5
MRTN,2017-07-10,1.6666666666666667
MRTN,2020-08-14,1.5
MRVL,2004-06-29,2.0
MRVL,2006-07-25,2.0
MS,2000-01-27,2.0
MSA,2000-05-25,3.0
MSA,2004-01-29,3.0
MSEX,2002-01-03,1.5
MSEX,2003-11-17,1.3333333333333333
MSFT,2003-02-18,2.0
MSGS,2020-04-20,1.402
MSI,2000-06-02,3.0
MSI,2004-12-03,1.1173184357541899
MSI,2011-01-04,0.24737167594310452
MSTR,2000-01-27,2.0
MSTR,2002-07-31,0.1
MSTR,2024-08-08,10.0
MTB,2000-10-06,10.0
MTCH,2000-02-25,2.0
MTCH,2005-08-09,0.9
MTCH,2008-08-21,1.146
MTCH,2020-07-01,3.502
MTH,2002-04-29,2.0
MTH,2005-01-10,2.0
MTH,2025-01-03,2.0
MTRX,2003-11-24,2.0
MTW,2006-04-11,2.0
MTW,2007-09-11,2.0
MTW,2016-03-04,4.41584
MTW,2017-11-20,0.25
MTX,2012-12-12,2.0
MTZ,2000-06-20,1.5
MU,2000-05-02,2.0
MUR,2002-12-31,2.0
MUR,2005-06-06,2.0
MUR,2013-09-03,1.158
MVBF,2014-04-02,2.0
MVIS,2012-02-21,0.125
MVIS,2026-08-03,0.06666666666666667
MYE,2000-08-08,1.1
MYE,2001-08-08,1.1
MYE,2002-09-03,1.25
MYE,2004-08-11,1.1
MYGN,2000-09-12,2.0
MYGN,2009-03-26,2.0
NC,2012-10-01,3.048780487804878
NC,2017-10-02,4.377
NCMI,2023-08-04,0.1
NDAQ,2022-08-29,3.0
NDSN,2000-09-13,2.0
NDSN,2011-04-13,2.0
NEE,2005-03-16,2.0
NEE,2020-10-27,4.0
NEGG,2020-10-26,0.125
NEGG,2025-04-07,0.05
NEOG,2004-01-02,1.25
NEOG,2007-09-05,1.5
NEOG,2009-12-16,1.5
NEOG,2013-10-31,1.5
NEOG,2018-01-02,1.333
NEOG,2021-06-07,2.0
NEU,2002-07-01,0.2
NEWT,2014-10-23,0.2
NFG,2001-09-10,2.0
NFLX,2004-02-12,2.0
NFLX,2015-07-15,7.0
NFLX,2025-11-17,10.0
NI,2015-07-02,2.545
NJR,2002-03-04,1.5
NJR,2008-03-04,1.5
NJR,2015-03-04,2.0
NKE,2007-04-03,2.0
NKE,2012-12-26,2.0
NKE,2015-12-24,2.0
NKSH,2006-04-03,2.0
NKTR,2000-08-23,2.0
NKTR,2025-06-09,0.06666666666666667
NLY,2022-09-26,0.25
NNDM,2019-10-22,0.1
NOC,2004-06-22,2.0
NOC,2011-03-31,1.1068068622025458
NOG,2020-09-21,0.1
NOV,2007-10-01,2.0
NOV,2014-06-02,1.109
NOVT,2010-12-29,0.3333333333333333
NOW,2025-12-18,5.0
NRG,2007-06-01,2.0
NRIM,2000-02-01,1.05
NRIM,2001-11-13,1.1
NRIM,2006-08-16,1.05
NRIM,2007-09-19,1.05
NRIM,2025-09-23,4.0
NSIT,2000-09-19,1.5
NSP,2000-10-17,2.0
NSP,2017-12-19,2.0
NSSC,2004-04-28,2.0
NSSC,2004-11-18,1.2
NSSC,2005-12-29,1.5
NSSC,2006-06-08,1.5
NSSC,2022-01-05,2.0
NTAP,2000-03-23,2.0
NTGR,2019-01-02,1.612
NUE,2004-10-18,2.0
NUE,2006-06-01,2.0
NVAX,2019-05-10,0.05
NVDA,2000-06-27,2.0
NVDA,2001-09-12,2.0
NVDA,2006-04-07,2.0
NVDA,2007-09-11,1.5
NVDA,2021-07-20,4.0
NVDA,2024-06-10,10.0
NVEC,2000-12-06,0.2
NVEC,2002-11-22,0.2
NVRI,2007-03-27,2.0
NWBI,2009-12-18,2.25
NX,2005-01-03,1.5
NX,2006-04-03,1.5
NXDT,2015-10-06,0.25
O,2005-01-03,2.0
O,2021-11-15,1.032
OBT,2018-02-26,2.0
OBT,2025-01-13,2.0
OCFC,2002-05-20,1.5
OCGN,2019-09-30,0.016666666666666666
ODC,2006-09-11,1.25
ODC,2025-01-06,2.0
ODFL,2003-06-17,1.5
ODFL,2004-05-21,1.5
ODFL,2005-12-01,1.5
ODFL,2010-08-24,1.5
ODFL,2012-09-10,1.5
ODFL,2020-03-25,1.5
ODFL,2024-03-28,2.0
OFG,2002-03-27,1.1
OFG,2003-01-16,1.25
OFG,2003-12-29,1.1
OFG,2004-12-29,1.1
OGE,2013-07-02,2.0
OII,2006-06-19,2.0
OII,2011-06-13,2.0
OIS,2014-06-02,1.75
OKE,2001-06-12,2.0
OKE,2012-06-04,2.0
OKE,2014-02-03,1.1422
OMC,2007-06-26,2.0
ONB,2000-01-05,1.05
ONB,2001-01-05,1.05
ONB,2002-01-02,1.05
ONB,2003-01-02,1.05
ONB,2004-01-02,1.05
ONB,2005-01-03,1.05
OPAD,2023-06-13,0.06666666666666667
OPAD,2026-06-09,0.1
OPCH,2020-02-03,0.25
OPRX,2018-05-14,0.3333333333333333
ORC,2022-08-31,0.2
ORCL,2000-01-19,2.0
ORCL,2000-10-13,2.0
ORI,2003-12-31,1.5
ORI,2006-01-03,1.25
ORLY,2005-06-16,2.0
ORLY,2025-06-10,15.0
ORRF,2001-07-30,1.05
ORRF,2003-05-08,1.05
ORRF,2004-02-11,2.0
ORRF,2005-06-01,1.05
ORRF,2007-05-23,1.05
OSBC,2002-06-25,1.3333333333333333
OSBC,2004-07-29,2.0
OSK,2003-08-14,2.0
OSK,2005-08-29,2.0
OTLK,2019-03-18,0.125
OTLK,2024-03-14,0.05
OTTR,2000-03-16,2.0
OUST,2023-04-21,0.1
OUT,2025-01-17,0.976
OVV,2005-05-23,2.0
OVV,2020-01-27,0.2
OXLC,2025-09-08,0.2
OXM,2003-12-02,2.0
OXY,2006-08-16,2.0
OXY,2014-12-01,1.042
OXY,2016-02-25,1.0017028949213662
OZK,2002-06-18,2.0
OZK,2003-12-11,2.0
OZK,2011-08-17,2.0
OZK,2014-06-24,2.0
PAA,2012-10-02,2.0
PAG,2006-06-02,2.0
PAGP,2016-11-16,0.375
PANW,2022-09-14,3.0
PANW,2024-12-16,2.0
PAR,2006-01-09,1.5
PARA,2024-09-19,0.02
PARA,2025-07-08,0.1
PARA,2026-05-08,0.05
PARR,2014-01-29,0.1
PATK,2015-06-01,1.5
PATK,2017-12-11,1.5
PATK,2024-12-16,1.5
PAYX,2000-05-23,1.5
PB,2002-06-03,2.0
PCAR,2002-05-29,1.5
PCAR,2004-02-06,1.5
PCAR,2006-08-11,1.5
PCAR,2007-10-10,1.5
PCAR,2023-02-08,1.5
PCYO,2004-04-26,0.1
PDLB,2022-01-28,1.395
PEBK,2000-04-06,1.1
PEBK,2005-03-01,1.1
PEBK,2006-06-01,1.1
PEBK,2007-06-18,1.5
PEBK,2017-12-01,1.1
PEBO,2000-02-17,1.1
PEBO,2001-08-22,1.1
PEBO,2002-06-11,1.1
PEBO,2003-08-27,1.05
PEBO,2013-07-15,1.1
PEG,2008-02-05,2.0
PEGA,2014-04-02,2.0
PEGA,2025-06-23,2.0
PENN,2002-06-26,2.0
PENN,2005-03-08,2.0
PENN,2013-11-04,4.423
PESI,2013-10-15,0.2
PFBC,2007-02-21,1.5
PFBC,2011-06-20,0.2
PFE,2020-11-17,1.054
PFIS,2003-05-16,1.5
PG,2004-06-21,2.0
PGC,2000-09-28,1.05
PGC,2001-09-27,1.1
PGC,2002-11-04,2.0
PGC,2003-09-29,1.1
PGC,2004-09-29,1.1
PGC,2009-07-07,1.05
PGR,2002-04-23,3.0
PGR,2006-05-19,4.0
PH,2007-10-02,1.5
PHM,2004-01-05,2.0
PHM,2005-09-02,2.0
PII,2004-03-09,2.0
PII,2011-09-13,2.0
PIII,2025-04-14,0.02
PIPR,2026-03-24,4.0
PKBK,2003-11-28,1.1
PKBK,2004-12-10,1.2
PKBK,2006-04-07,1.2
PKBK,2007-04-10,1.1
PKBK,2008-04-03,1.15
PKBK,2010-05-07,1.1
PKBK,2012-05-04,1.1
PKBK,2013-05-03,1.1
PKBK,2017-05-03,1.1
PKBK,2020-02-14,1.1
PKE,2000-11-09,1.5
PLBC,2005-09-19,1.5
PLUG,2011-05-20,0.1
PLUS,2017-04-03,2.0
PLUS,2021-12-14,2.0
PLXS,2000-09-01,2.0
PMTS,2017-12-20,0.2
PNFP,2004-05-11,2.0
POOL,2000-06-20,1.5
POOL,2001-09-10,1.5
POOL,2003-09-15,1.5
POOL,2004-09-13,1.5
POST,2022-03-11,1.528
POWI,2020-08-19,2.0
POWL,2026-04-06,3.0
PPG,2015-06-15,2.0
PPL,2005-08-25,2.0
PPL,2015-06-02,1.0736525660296328
PRAA,2013-08-02,3.0
PRAX,2023-11-29,0.06666666666666667
PRDO,2000-08-28,2.0
PRDO,2001-10-01,2.0
PRDO,2003-08-25,2.0
PRG,2003-08-18,1.5
PRG,2004-08-17,1.5
PRG,2010-04-16,1.5
PRG,2020-12-01,1.179
PRGS,2000-01-24,2.0
PRGS,2011-01-31,1.5
PRK,2004-11-29,1.05
PRPL,2026-07-20,0.04
PSFE,2022-12-13,0.08333333333333333
PTC,2006-02-28,0.4
PTEN,2004-07-01,2.0
PWR,2000-04-10,1.5
PZZA,2006-01-17,2.0
PZZA,2013-12-30,2.0
QCOM,1999-12-31,4.0
QCOM,2004-08-16,2.0
QCRH,2004-06-01,1.5
QRHC,2012-11-13,0.2
QRHC,2016-08-11,0.125
QUIK,2019-12-24,0.07142857142857142
RBBN,2000-10-10,3.0
RBBN,2015-01-30,0.2
RBCAA,2004-03-26,1.05
RBCAA,2005-03-22,1.05
RBCAA,2006-03-22,1.05
RBCAA,2007-03-21,1.05
RCEL,2020-06-30,0.2
RCKT,2018-01-05,0.25
RDN,2001-06-21,2.0
RDNT,2006-11-28,0.5
REI,2008-06-02,0.05555555555555555
REPX,2001-08-30,1.05
REPX,2016-03-24,0.1
REPX,2021-03-01,0.08333333333333333
RES,2005-03-11,1.5
RES,2005-12-13,1.5
RES,2006-12-12,1.5
RES,2010-12-13,1.5
RES,2012-03-12,1.5
REX,2001-08-13,1.5
REX,2002-02-12,1.5
REX,2022-08-08,3.0
REX,2025-09-16,2.0
REZI,2026-08-04,1.437
RF,2004-07-01,1.2346
RGCO,2011-09-02,2.0
RGCO,2017-03-02,1.5
RGP,2005-03-02,2.0
RGR,2025-10-24,0.374
RHI,2000-06-13,2.0
RIGL,2003-06-25,0.1111111111111111
RIGL,2024-06-27,0.1
RILY,2014-06-03,0.05
RILY,2016-11-25,1.01
RITM,2014-10-20,0.5
RJF,2004-03-25,1.5
RJF,2006-03-23,1.5
RJF,2021-09-22,1.5
RLI,2002-10-16,2.0
RLI,2014-01-16,2.0
RLI,2025-01-16,2.0
RMBS,2000-06-15,4.0
RMD,2000-04-03,2.0
RMD,2005-10-03,2.0
RMD,2010-08-31,2.0
RNAC,2024-04-05,0.03333333333333333
RNST,2003-12-02,1.5
RNST,2006-08-29,1.5
ROCK,2004-11-01,1.5
ROG,2000-05-30,2.0
ROL,2003-03-11,1.5
ROL,2005-03-11,1.5
ROL,2007-12-11,1.5
ROL,2010-12-13,1.5
ROL,2015-03-11,1.5
ROL,2018-12-11,1.5
ROL,2020-12-11,1.5
ROOT,2022-08-15,0.05555555555555555
ROP,2005-08-29,2.0
ROST,2003-12-19,2.0
ROST,2011-12-16,2.0
ROST,2015-06-12,2.0
RRC,2005-12-05,1.5
RS,2006-07-20,2.0
RSG,2007-03-19,1.5
RTX,2005-06-13,2.0
RTX,2020-04-03,1.589
RUSHA,2007-10-11,1.5
RUSHA,2020-10-13,1.5
RUSHA,2023-08-29,1.5
RVTY,2001-06-04,2.0
RYN,2003-06-13,1.5
RYN,2003-11-12,1.187
RYN,2005-10-18,1.5
RYN,2011-08-25,1.5
RYN,2014-06-30,1.339
SAFE,2022-11-30,1.284
SAFE,2023-03-31,0.16
SAIA,2013-06-14,1.5
SANM,2000-03-23,2.0
SANM,2001-01-09,2.0
SANM,2009-08-17,0.16666666666666666
SAR,2010-08-13,0.1
SBCF,2002-07-16,3.0
SBCF,2003-07-30,1.1
SBCF,2013-12-13,0.2
SBRA,2010-11-16,0.3333333333333333
SBSI,2000-05-22,2.0
SBSI,2000-11-16,1.05
SBSI,2001-09-17,1.05
SBSI,2002-08-30,1.05
SBSI,2003-09-02,1.05
SBSI,2004-08-31,1.05
SBSI,2005-03-04,1.05
SBSI,2006-03-07,1.05
SBSI,2007-05-07,1.05
SBSI,2009-04-24,1.05
SBSI,2010-04-06,1.05
SBSI,2012-04-16,1.05
SBSI,2013-04-16,1.05
SBSI,2014-04-08,1.05
SBSI,2015-04-23,1.05
SBSI,2017-05-25,1.024
SBUX,2001-04-30,2.0
SBUX,2005-10-24,2.0
SBUX,2015-04-09,2.0
SCCO,2006-10-03,2.0
SCCO,2008-07-10,3.0
SCCO,2024-08-09,1.005
SCCO,2024-11-06,1.006
SCCO,2025-05-02,1.009
SCCO,2025-08-15,1.01
SCCO,2025-11-12,1.008
SCCO,2026-02-10,1.008
SCCO,2026-05-13,1.01
SCCO,2026-08-11,1.012
SCHL,2001-01-17,2.0
SCHW,2000-05-31,1.5
SCL,2012-12-17,2.0
SCM,2014-01-13,1.0043
SCSC,2003-01-29,2.0
SCSC,2006-06-06,2.0
SCWO,2006-06-30,0.12
SCWO,2025-12-26,0.1
SEAT,2025-08-06,0.05
SEIC,2000-06-20,3.0
SEIC,2001-03-01,2.0
SEIC,2007-06-22,2.0
SENS,2025-10-20,0.05
SEVN,2009-06-17,0.6666666666666666
SEVN,2017-08-17,1.039
SEZL,2025-03-31,6.0
SF,2004-09-16,1.3333333333333333
SF,2008-06-13,1.5
SF,2011-04-06,1.5
SF,2020-12-17,1.5
SF,2026-02-27,1.5
SFBS,2014-07-17,3.0
SFBS,2016-12-21,2.0
SFNC,2003-05-02,2.0
SFNC,2018-02-09,2.0
SFST,2003-11-18,1.5
SFST,2006-07-20,1.1
SFST,2011-01-26,1.1
SFST,2012-02-01,1.1
SFST,2013-01-30,1.1
SGC,2015-02-05,2.0
SHBI,2006-06-06,1.5
SHEN,2004-02-23,2.0
SHEN,2007-08-20,3.0
SHEN,2016-01-05,2.0
SHOO,2006-05-26,1.5
SHOO,2010-05-03,1.5
SHOO,2011-06-01,1.5
SHOO,2013-10-02,1.5
SHOO,2018-10-12,1.5
SHW,2021-04-01,3.0
SIGI,2007-02-21,2.0
SIRI,2024-09-10,0.1
SITC,2009-03-10,1.0666
SITC,2009-06-09,1.04016
SITC,2018-05-21,0.5
SITC,2024-08-19,0.25
SKT,2004-12-29,2.0
SKT,2011-01-25,2.0
SKYW,2000-12-18,2.0
SLB,2006-04-10,2.0
SLDB,2022-10-28,0.06666666666666667
SLG,2021-01-21,0.971
SLG,2022-01-24,0.97
SLGN,2005-09-16,2.0
SLGN,2010-05-04,2.0
SLGN,2017-05-30,2.0
SLM,2003-06-23,3.0
SLM,2014-05-01,2.798
SLP,2006-08-14,2.0
SLP,2007-10-02,2.0
SM,2000-09-06,2.0
SM,2005-04-01,2.0
SMBC,2003-10-29,2.0
SMBC,2015-02-02,2.0
SMBK,2004-09-16,2.0
SMBK,2006-12-19,2.0
SMBK,2009-09-16,1.02
SMBK,2015-09-23,0.25
SMCI,2024-10-01,10.0
SMG,2005-11-10,2.0
SMTC,2000-09-26,2.0
SMTI,2002-06-26,0.01
SMTI,2019-05-10,0.01
SMXT,2026-08-13,0.08333333333333333
SNDA,2020-12-14,0.06666666666666667
SNEX,2000-03-08,1.1
SNEX,2023-11-27,1.5
SNEX,2025-03-24,1.5
SNEX,2026-03-23,1.5
SNEX,2026-07-20,1.5
SNPS,2003-09-24,2.0
SNX,2020-12-01,2.0
SO,2001-04-03,1.636929120969062
SPB,2001-01-31,0.1
SPB,2005-04-07,8.0
SPB,2018-07-16,0.162
SPCE,2024-06-17,0.05
SPG,2009-08-13,1.00722
SPG,2009-11-12,1.0063
SPG,2014-05-29,1.063
SPGI,2005-05-18,2.0
SPGI,2026-07-01,1.057
SPIR,2023-08-31,0.125
SPSC,2019-08-23,2.0
SPXC,2002-10-25,2.0
SPXC,2015-09-28,3.971
SRCE,2000-08-02,1.05
SRCE,2001-05-02,1.05
SRCE,2006-08-03,1.1
SRE,2023-08-22,2.0
SRPT,2012-07-12,0.16666666666666666
SSB,2002-11-20,1.1
SSB,2004-12-20,1.05
SSB,2007-03-07,1.05
SSD,2002-08-19,2.0
SSD,2004-11-19,2.0
SSNC,2016-06-27,2.0
SSP,2004-09-13,2.0
SSP,2008-07-16,0.3333333333333333
SSP,2015-04-01,1.127
SSP,2025-12-08,1.33
SST,2025-06-12,0.1
STEM,2025-06-23,0.05
STGW,2013-11-29,1.5
STLD,2006-11-21,2.0
STLD,2008-03-31,2.0
STRO,2025-12-03,0.1
STRS,2001-05-29,0.5
STT,2001-05-31,2.0
STWD,2014-02-03,1.2402
STXS,2012-07-11,0.1
STXS,2013-11-04,1.096
STZ,2001-05-15,2.0
STZ,2002-05-14,2.0
STZ,2005-05-16,2.0
SVC,2026-07-07,0.2
SWBI,2020-08-25,1.301
SWKS,2000-04-20,2.0
SYBT,2003-09-22,2.0
SYBT,2006-05-08,1.05
SYBT,2016-05-31,1.5
SYK,2000-05-15,2.0
SYK,2004-05-17,2.0
SYNA,2008-09-02,1.5
SYY,2000-12-18,2.0
T,2022-04-11,1.324
TAP,2007-10-04,2.0
TCBK,2004-05-03,2.0
TDS,2005-05-16,1.951219512195122
TDS,2012-01-25,1.087
TDW,2017-08-01,0.031
TECH,2000-12-04,2.0
TECH,2022-11-30,4.0
TEX,2006-07-17,2.0
TGT,2000-07-20,2.0
